arrival_cycle,arrival_ns,kind,vpn,data_page,device_id,pasid,vmid,info
1245.184,3112.960,dma,76,76,0,0,0,
1261.568,3153.920,dma,77,77,0,0,0,
1277.952,3194.880,dma,78,78,0,0,0,
1294.336,3235.840,dma,79,79,0,0,0,
1310.720,3276.800,dma,80,80,0,0,0,
1327.104,3317.760,dma,81,81,0,0,0,
1343.488,3358.720,dma,82,82,0,0,0,
1359.872,3399.680,dma,83,83,0,0,0,
1376.256,3440.640,dma,84,84,0,0,0,
1392.640,3481.600,dma,85,85,0,0,0,
1409.024,3522.560,dma,86,86,0,0,0,
1425.408,3563.520,dma,87,87,0,0,0,
1441.792,3604.480,dma,88,88,0,0,0,
1458.176,3645.440,dma,89,89,0,0,0,
1474.560,3686.400,dma,90,90,0,0,0,
1490.944,3727.360,dma,91,91,0,0,0,
1507.328,3768.320,dma,92,92,0,0,0,
1523.712,3809.280,dma,93,93,0,0,0,
1540.096,3850.240,dma,94,94,0,0,0,
1556.480,3891.200,dma,95,95,0,0,0,
1572.864,3932.160,dma,96,96,0,0,0,
1589.248,3973.120,dma,97,97,0,0,0,
1605.632,4014.080,dma,98,98,0,0,0,
1622.016,4055.040,dma,99,99,0,0,0,
1638.400,4096.000,dma,100,100,0,0,0,
1654.784,4136.960,dma,101,101,0,0,0,
1671.168,4177.920,dma,102,102,0,0,0,
1687.552,4218.880,dma,103,103,0,0,0,
1703.936,4259.840,dma,104,104,0,0,0,
1720.320,4300.800,dma,105,105,0,0,0,
1736.704,4341.760,dma,106,106,0,0,0,
1753.088,4382.720,dma,107,107,0,0,0,
1769.472,4423.680,dma,108,108,0,0,0,
1785.856,4464.640,dma,109,109,0,0,0,
1802.240,4505.600,dma,110,110,0,0,0,
1818.624,4546.560,dma,111,111,0,0,0,
1835.008,4587.520,dma,112,112,0,0,0,
1851.392,4628.480,dma,113,113,0,0,0,
1867.776,4669.440,dma,114,114,0,0,0,
1884.160,4710.400,dma,115,115,0,0,0,
1900.544,4751.360,dma,116,116,0,0,0,
1916.928,4792.320,dma,117,117,0,0,0,
1933.312,4833.280,dma,118,118,0,0,0,
1949.696,4874.240,dma,119,119,0,0,0,
1966.080,4915.200,dma,120,120,0,0,0,
1982.464,4956.160,dma,121,121,0,0,0,
1998.848,4997.120,dma,122,122,0,0,0,
2015.232,5038.080,dma,123,123,0,0,0,
2031.616,5079.040,dma,124,124,0,0,0,
2048.000,5120.000,dma,125,125,0,0,0,
2064.384,5160.960,dma,126,126,0,0,0,
2080.768,5201.920,dma,127,127,0,0,0,
2097.152,5242.880,dma,128,128,0,0,0,
2113.536,5283.840,dma,129,129,0,0,0,
2129.920,5324.800,dma,130,130,0,0,0,
2146.304,5365.760,dma,131,131,0,0,0,
2162.688,5406.720,dma,132,132,0,0,0,
2179.072,5447.680,dma,133,133,0,0,0,
2195.456,5488.640,dma,134,134,0,0,0,
2211.840,5529.600,dma,135,135,0,0,0,
2228.224,5570.560,dma,136,136,0,0,0,
2244.608,5611.520,dma,137,137,0,0,0,
2260.992,5652.480,dma,138,138,0,0,0,
2277.376,5693.440,dma,139,139,0,0,0,
2293.760,5734.400,dma,140,140,0,0,0,
2310.144,5775.360,dma,141,141,0,0,0,
2326.528,5816.320,dma,142,142,0,0,0,
2342.912,5857.280,dma,143,143,0,0,0,
2359.296,5898.240,dma,144,144,0,0,0,
2375.680,5939.200,dma,145,145,0,0,0,
2392.064,5980.160,dma,146,146,0,0,0,
2408.448,6021.120,dma,147,147,0,0,0,
2424.832,6062.080,dma,148,148,0,0,0,
2441.216,6103.040,dma,149,149,0,0,0,
2457.600,6144.000,dma,150,150,0,0,0,
2473.984,6184.960,dma,151,151,0,0,0,
2490.368,6225.920,dma,152,152,0,0,0,
2506.752,6266.880,dma,153,153,0,0,0,
2523.136,6307.840,dma,154,154,0,0,0,
2539.520,6348.800,dma,155,155,0,0,0,
2555.904,6389.760,dma,156,156,0,0,0,
2572.288,6430.720,dma,157,157,0,0,0,
2588.672,6471.680,dma,158,158,0,0,0,
2605.056,6512.640,dma,159,159,0,0,0,
2621.440,6553.600,dma,160,160,0,0,0,
2637.824,6594.560,dma,161,161,0,0,0,
2654.208,6635.520,dma,162,162,0,0,0,
2670.592,6676.480,dma,163,163,0,0,0,
2686.976,6717.440,dma,164,164,0,0,0,
2703.360,6758.400,dma,165,165,0,0,0,
2719.744,6799.360,dma,166,166,0,0,0,
2736.128,6840.320,dma,167,167,0,0,0,
2752.512,6881.280,dma,168,168,0,0,0,
2768.896,6922.240,dma,169,169,0,0,0,
2785.280,6963.200,dma,170,170,0,0,0,
2801.664,7004.160,dma,171,171,0,0,0,
2818.048,7045.120,dma,172,172,0,0,0,
2834.432,7086.080,dma,173,173,0,0,0,
2850.816,7127.040,dma,174,174,0,0,0,
2867.200,7168.000,dma,175,175,0,0,0,
2883.584,7208.960,dma,176,176,0,0,0,
2899.968,7249.920,dma,177,177,0,0,0,
2916.352,7290.880,dma,178,178,0,0,0,
2932.736,7331.840,dma,179,179,0,0,0,
2949.120,7372.800,dma,180,180,0,0,0,
2965.504,7413.760,dma,181,181,0,0,0,
2981.888,7454.720,dma,182,182,0,0,0,
2998.272,7495.680,dma,183,183,0,0,0,
3014.656,7536.640,dma,184,184,0,0,0,
3031.040,7577.600,dma,185,185,0,0,0,
3047.424,7618.560,dma,186,186,0,0,0,
3063.808,7659.520,dma,187,187,0,0,0,
3080.192,7700.480,dma,188,188,0,0,0,
3096.576,7741.440,dma,189,189,0,0,0,
3112.960,7782.400,dma,190,190,0,0,0,
3129.344,7823.360,dma,191,191,0,0,0,
3145.728,7864.320,dma,192,192,0,0,0,
3162.112,7905.280,dma,193,193,0,0,0,
3178.496,7946.240,dma,194,194,0,0,0,
3194.880,7987.200,dma,195,195,0,0,0,
3211.264,8028.160,dma,196,196,0,0,0,
3227.648,8069.120,dma,197,197,0,0,0,
3244.032,8110.080,dma,198,198,0,0,0,
3260.416,8151.040,dma,199,199,0,0,0,
3276.800,8192.000,dma,200,200,0,0,0,
3293.184,8232.960,dma,201,201,0,0,0,
3309.568,8273.920,dma,202,202,0,0,0,
3325.952,8314.880,dma,203,203,0,0,0,
3342.336,8355.840,dma,204,204,0,0,0,
3358.720,8396.800,dma,205,205,0,0,0,
3375.104,8437.760,dma,206,206,0,0,0,
3391.488,8478.720,dma,207,207,0,0,0,
3407.872,8519.680,dma,208,208,0,0,0,
3424.256,8560.640,dma,209,209,0,0,0,
3440.640,8601.600,dma,210,210,0,0,0,
3457.024,8642.560,dma,211,211,0,0,0,
3473.408,8683.520,dma,212,212,0,0,0,
3489.792,8724.480,dma,213,213,0,0,0,
3506.176,8765.440,dma,214,214,0,0,0,
3522.560,8806.400,dma,215,215,0,0,0,
3538.944,8847.360,dma,216,216,0,0,0,
3555.328,8888.320,dma,217,217,0,0,0,
3571.712,8929.280,dma,218,218,0,0,0,
3588.096,8970.240,dma,219,219,0,0,0,
3604.480,9011.200,dma,220,220,0,0,0,
3620.864,9052.160,dma,221,221,0,0,0,
3637.248,9093.120,dma,222,222,0,0,0,
3653.632,9134.080,dma,223,223,0,0,0,
3670.016,9175.040,dma,224,224,0,0,0,
3686.400,9216.000,dma,225,225,0,0,0,
3702.784,9256.960,dma,226,226,0,0,0,
3719.168,9297.920,dma,227,227,0,0,0,
3735.552,9338.880,dma,228,228,0,0,0,
3751.936,9379.840,dma,229,229,0,0,0,
3768.320,9420.800,dma,230,230,0,0,0,
3784.704,9461.760,dma,231,231,0,0,0,
3801.088,9502.720,dma,232,232,0,0,0,
3817.472,9543.680,dma,233,233,0,0,0,
3833.856,9584.640,dma,234,234,0,0,0,
3850.240,9625.600,dma,235,235,0,0,0,
3866.624,9666.560,dma,236,236,0,0,0,
3883.008,9707.520,dma,237,237,0,0,0,
3899.392,9748.480,dma,238,238,0,0,0,
3915.776,9789.440,dma,239,239,0,0,0,
3932.160,9830.400,dma,240,240,0,0,0,
3948.544,9871.360,dma,241,241,0,0,0,
3964.928,9912.320,dma,242,242,0,0,0,
3981.312,9953.280,dma,243,243,0,0,0,
3997.696,9994.240,dma,244,244,0,0,0,
4014.080,10035.200,dma,245,245,0,0,0,
4030.464,10076.160,dma,246,246,0,0,0,
4046.848,10117.120,dma,247,247,0,0,0,
4063.232,10158.080,dma,248,248,0,0,0,
4079.616,10199.040,dma,249,249,0,0,0,
4096.000,10240.000,dma,250,250,0,0,0,
4112.384,10280.960,dma,251,251,0,0,0,
4128.768,10321.920,dma,252,252,0,0,0,
4145.152,10362.880,dma,253,253,0,0,0,
4161.536,10403.840,dma,254,254,0,0,0,
4177.920,10444.800,dma,255,255,0,0,0,
4194.304,10485.760,dma,256,256,0,0,0,
4210.688,10526.720,dma,257,257,0,0,0,
4227.072,10567.680,dma,258,258,0,0,0,
4243.456,10608.640,dma,259,259,0,0,0,
4259.840,10649.600,dma,260,260,0,0,0,
4276.224,10690.560,dma,261,261,0,0,0,
4292.608,10731.520,dma,262,262,0,0,0,
4308.992,10772.480,dma,263,263,0,0,0,
4325.376,10813.440,dma,264,264,0,0,0,
4341.760,10854.400,dma,265,265,0,0,0,
4358.144,10895.360,dma,266,266,0,0,0,
4374.528,10936.320,dma,267,267,0,0,0,
4390.912,10977.280,dma,268,268,0,0,0,
4407.296,11018.240,dma,269,269,0,0,0,
4423.680,11059.200,dma,270,270,0,0,0,
4440.064,11100.160,dma,271,271,0,0,0,
4456.448,11141.120,dma,272,272,0,0,0,
4472.832,11182.080,dma,273,273,0,0,0,
4489.216,11223.040,dma,274,274,0,0,0,
4505.600,11264.000,dma,275,275,0,0,0,
4521.984,11304.960,dma,276,276,0,0,0,
4538.368,11345.920,dma,277,277,0,0,0,
4554.752,11386.880,dma,278,278,0,0,0,
4571.136,11427.840,dma,279,279,0,0,0,
4587.520,11468.800,dma,280,280,0,0,0,
4603.904,11509.760,dma,281,281,0,0,0,
4620.288,11550.720,dma,282,282,0,0,0,
4636.672,11591.680,dma,283,283,0,0,0,
4653.056,11632.640,dma,284,284,0,0,0,
4669.440,11673.600,dma,285,285,0,0,0,
4685.824,11714.560,dma,286,286,0,0,0,
4702.208,11755.520,dma,287,287,0,0,0,
4718.592,11796.480,dma,288,288,0,0,0,
4734.976,11837.440,dma,289,289,0,0,0,
4751.360,11878.400,dma,290,290,0,0,0,
4767.744,11919.360,dma,291,291,0,0,0,
4784.128,11960.320,dma,292,292,0,0,0,
4800.512,12001.280,dma,293,293,0,0,0,
4816.896,12042.240,dma,294,294,0,0,0,
4833.280,12083.200,dma,295,295,0,0,0,
4849.664,12124.160,dma,296,296,0,0,0,
4866.048,12165.120,dma,297,297,0,0,0,
4882.432,12206.080,dma,298,298,0,0,0,
4898.816,12247.040,dma,299,299,0,0,0,
4915.200,12288.000,dma,300,300,0,0,0,
4931.584,12328.960,dma,301,301,0,0,0,
4947.968,12369.920,dma,302,302,0,0,0,
4964.352,12410.880,dma,303,303,0,0,0,
4980.736,12451.840,dma,304,304,0,0,0,
4997.120,12492.800,dma,305,305,0,0,0,
5013.504,12533.760,dma,306,306,0,0,0,
5029.888,12574.720,dma,307,307,0,0,0,
5046.272,12615.680,dma,308,308,0,0,0,
5062.656,12656.640,dma,309,309,0,0,0,
5079.040,12697.600,dma,310,310,0,0,0,
5095.424,12738.560,dma,311,311,0,0,0,
5111.808,12779.520,dma,312,312,0,0,0,
5128.192,12820.480,dma,313,313,0,0,0,
5144.576,12861.440,dma,314,314,0,0,0,
5160.960,12902.400,dma,315,315,0,0,0,
5177.344,12943.360,dma,316,316,0,0,0,
5193.728,12984.320,dma,317,317,0,0,0,
5210.112,13025.280,dma,318,318,0,0,0,
5226.496,13066.240,dma,319,319,0,0,0,
5242.880,13107.200,dma,320,320,0,0,0,
5259.264,13148.160,dma,321,321,0,0,0,
5275.648,13189.120,dma,322,322,0,0,0,
5292.032,13230.080,dma,323,323,0,0,0,
5308.416,13271.040,dma,324,324,0,0,0,
5324.800,13312.000,dma,325,325,0,0,0,
5341.184,13352.960,dma,326,326,0,0,0,
5357.568,13393.920,dma,327,327,0,0,0,
5373.952,13434.880,dma,328,328,0,0,0,
5390.336,13475.840,dma,329,329,0,0,0,
5406.720,13516.800,dma,330,330,0,0,0,
5423.104,13557.760,dma,331,331,0,0,0,
5439.488,13598.720,dma,332,332,0,0,0,
5455.872,13639.680,dma,333,333,0,0,0,
5472.256,13680.640,dma,334,334,0,0,0,
5488.640,13721.600,dma,335,335,0,0,0,
5505.024,13762.560,dma,336,336,0,0,0,
5521.408,13803.520,dma,337,337,0,0,0,
5537.792,13844.480,dma,338,338,0,0,0,
5554.176,13885.440,dma,339,339,0,0,0,
5570.560,13926.400,dma,340,340,0,0,0,
5586.944,13967.360,dma,341,341,0,0,0,
5603.328,14008.320,dma,342,342,0,0,0,
5619.712,14049.280,dma,343,343,0,0,0,
5636.096,14090.240,dma,344,344,0,0,0,
5652.480,14131.200,dma,345,345,0,0,0,
5668.864,14172.160,dma,346,346,0,0,0,
5685.248,14213.120,dma,347,347,0,0,0,
5701.632,14254.080,dma,348,348,0,0,0,
5718.016,14295.040,dma,349,349,0,0,0,
5734.400,14336.000,dma,350,350,0,0,0,
5750.784,14376.960,dma,351,351,0,0,0,
5767.168,14417.920,dma,352,352,0,0,0,
5783.552,14458.880,dma,353,353,0,0,0,
5799.936,14499.840,dma,354,354,0,0,0,
5816.320,14540.800,dma,355,355,0,0,0,
5832.704,14581.760,dma,356,356,0,0,0,
5849.088,14622.720,dma,357,357,0,0,0,
5865.472,14663.680,dma,358,358,0,0,0,
5881.856,14704.640,dma,359,359,0,0,0,
5898.240,14745.600,dma,360,360,0,0,0,
5914.624,14786.560,dma,361,361,0,0,0,
5931.008,14827.520,dma,362,362,0,0,0,
5947.392,14868.480,dma,363,363,0,0,0,
5963.776,14909.440,dma,364,364,0,0,0,
5980.160,14950.400,dma,365,365,0,0,0,
5996.544,14991.360,dma,366,366,0,0,0,
6012.928,15032.320,dma,367,367,0,0,0,
6029.312,15073.280,dma,368,368,0,0,0,
6045.696,15114.240,dma,369,369,0,0,0,
6062.080,15155.200,dma,370,370,0,0,0,
6078.464,15196.160,dma,371,371,0,0,0,
6094.848,15237.120,dma,372,372,0,0,0,
6111.232,15278.080,dma,373,373,0,0,0,
6127.616,15319.040,dma,374,374,0,0,0,
6144.000,15360.000,dma,375,375,0,0,0,
6160.384,15400.960,dma,376,376,0,0,0,
6176.768,15441.920,dma,377,377,0,0,0,
6193.152,15482.880,dma,378,378,0,0,0,
6209.536,15523.840,dma,379,379,0,0,0,
6225.920,15564.800,dma,380,380,0,0,0,
6242.304,15605.760,dma,381,381,0,0,0,
6258.688,15646.720,dma,382,382,0,0,0,
6275.072,15687.680,dma,383,383,0,0,0,
6291.456,15728.640,dma,384,384,0,0,0,
6307.840,15769.600,dma,385,385,0,0,0,
6324.224,15810.560,dma,386,386,0,0,0,
6340.608,15851.520,dma,387,387,0,0,0,
6356.992,15892.480,dma,388,388,0,0,0,
6373.376,15933.440,dma,389,389,0,0,0,
6389.760,15974.400,dma,390,390,0,0,0,
6406.144,16015.360,dma,391,391,0,0,0,
6422.528,16056.320,dma,392,392,0,0,0,
6438.912,16097.280,dma,393,393,0,0,0,
6455.296,16138.240,dma,394,394,0,0,0,
6471.680,16179.200,dma,395,395,0,0,0,
6488.064,16220.160,dma,396,396,0,0,0,
6504.448,16261.120,dma,397,397,0,0,0,
6520.832,16302.080,dma,398,398,0,0,0,
6537.216,16343.040,dma,399,399,0,0,0,
6553.600,16384.000,dma,400,400,0,0,0,
6569.984,16424.960,dma,401,401,0,0,0,
6586.368,16465.920,dma,402,402,0,0,0,
6602.752,16506.880,dma,403,403,0,0,0,
6619.136,16547.840,dma,404,404,0,0,0,
6635.520,16588.800,dma,405,405,0,0,0,
6651.904,16629.760,dma,406,406,0,0,0,
6668.288,16670.720,dma,407,407,0,0,0,
6684.672,16711.680,dma,408,408,0,0,0,
6701.056,16752.640,dma,409,409,0,0,0,
6717.440,16793.600,dma,410,410,0,0,0,
6733.824,16834.560,dma,411,411,0,0,0,
6750.208,16875.520,dma,412,412,0,0,0,
6766.592,16916.480,dma,413,413,0,0,0,
6782.976,16957.440,dma,414,414,0,0,0,
6799.360,16998.400,dma,415,415,0,0,0,
6815.744,17039.360,dma,416,416,0,0,0,
6832.128,17080.320,dma,417,417,0,0,0,
6848.512,17121.280,dma,418,418,0,0,0,
6864.896,17162.240,dma,419,419,0,0,0,
6881.280,17203.200,dma,420,420,0,0,0,
6897.664,17244.160,dma,421,421,0,0,0,
6914.048,17285.120,dma,422,422,0,0,0,
6930.432,17326.080,dma,423,423,0,0,0,
6946.816,17367.040,dma,424,424,0,0,0,
6963.200,17408.000,dma,425,425,0,0,0,
6979.584,17448.960,dma,426,426,0,0,0,
6995.968,17489.920,dma,427,427,0,0,0,
7012.352,17530.880,dma,428,428,0,0,0,
7028.736,17571.840,dma,429,429,0,0,0,
7045.120,17612.800,dma,430,430,0,0,0,
7061.504,17653.760,dma,431,431,0,0,0,
7077.888,17694.720,dma,432,432,0,0,0,
7094.272,17735.680,dma,433,433,0,0,0,
7110.656,17776.640,dma,434,434,0,0,0,
7127.040,17817.600,dma,435,435,0,0,0,
7143.424,17858.560,dma,436,436,0,0,0,
7159.808,17899.520,dma,437,437,0,0,0,
7176.192,17940.480,dma,438,438,0,0,0,
7192.576,17981.440,dma,439,439,0,0,0,
7208.960,18022.400,dma,440,440,0,0,0,
7225.344,18063.360,dma,441,441,0,0,0,
7241.728,18104.320,dma,442,442,0,0,0,
7258.112,18145.280,dma,443,443,0,0,0,
7274.496,18186.240,dma,444,444,0,0,0,
7290.880,18227.200,dma,445,445,0,0,0,
7307.264,18268.160,dma,446,446,0,0,0,
7323.648,18309.120,dma,447,447,0,0,0,
7340.032,18350.080,dma,448,448,0,0,0,
7356.416,18391.040,dma,449,449,0,0,0,
7372.800,18432.000,dma,450,450,0,0,0,
7389.184,18472.960,dma,451,451,0,0,0,
7405.568,18513.920,dma,452,452,0,0,0,
7421.952,18554.880,dma,453,453,0,0,0,
7438.336,18595.840,dma,454,454,0,0,0,
7454.720,18636.800,dma,455,455,0,0,0,
7471.104,18677.760,dma,456,456,0,0,0,
7487.488,18718.720,dma,457,457,0,0,0,
7503.872,18759.680,dma,458,458,0,0,0,
7520.256,18800.640,dma,459,459,0,0,0,
7536.640,18841.600,dma,460,460,0,0,0,
7553.024,18882.560,dma,461,461,0,0,0,
7569.408,18923.520,dma,462,462,0,0,0,
7585.792,18964.480,dma,463,463,0,0,0,
7602.176,19005.440,dma,464,464,0,0,0,
7618.560,19046.400,dma,465,465,0,0,0,
7634.944,19087.360,dma,466,466,0,0,0,
7651.328,19128.320,dma,467,467,0,0,0,
7667.712,19169.280,dma,468,468,0,0,0,
7684.096,19210.240,dma,469,469,0,0,0,
7700.480,19251.200,dma,470,470,0,0,0,
7716.864,19292.160,dma,471,471,0,0,0,
7733.248,19333.120,dma,472,472,0,0,0,
7749.632,19374.080,dma,473,473,0,0,0,
7766.016,19415.040,dma,474,474,0,0,0,
7782.400,19456.000,dma,475,475,0,0,0,
7798.784,19496.960,dma,476,476,0,0,0,
7815.168,19537.920,dma,477,477,0,0,0,
7831.552,19578.880,dma,478,478,0,0,0,
7847.936,19619.840,dma,479,479,0,0,0,
7864.320,19660.800,dma,480,480,0,0,0,
7880.704,19701.760,dma,481,481,0,0,0,
7897.088,19742.720,dma,482,482,0,0,0,
7913.472,19783.680,dma,483,483,0,0,0,
7929.856,19824.640,dma,484,484,0,0,0,
7946.240,19865.600,dma,485,485,0,0,0,
7962.624,19906.560,dma,486,486,0,0,0,
7979.008,19947.520,dma,487,487,0,0,0,
7995.392,19988.480,dma,488,488,0,0,0,
8011.776,20029.440,dma,489,489,0,0,0,
8028.160,20070.400,dma,490,490,0,0,0,
8044.544,20111.360,dma,491,491,0,0,0,
8060.928,20152.320,dma,492,492,0,0,0,
8077.312,20193.280,dma,493,493,0,0,0,
8093.696,20234.240,dma,494,494,0,0,0,
8110.080,20275.200,dma,495,495,0,0,0,
8126.464,20316.160,dma,496,496,0,0,0,
8142.848,20357.120,dma,497,497,0,0,0,
8159.232,20398.080,dma,498,498,0,0,0,
8175.616,20439.040,dma,499,499,0,0,0,
8192.000,20480.000,dma,500,500,0,0,0,
8208.384,20520.960,dma,501,501,0,0,0,
8224.768,20561.920,dma,502,502,0,0,0,
8241.152,20602.880,dma,503,503,0,0,0,
8257.536,20643.840,dma,504,504,0,0,0,
8273.920,20684.800,dma,505,505,0,0,0,
8290.304,20725.760,dma,506,506,0,0,0,
8306.688,20766.720,dma,507,507,0,0,0,
8323.072,20807.680,dma,508,508,0,0,0,
8339.456,20848.640,dma,509,509,0,0,0,
8355.840,20889.600,dma,510,510,0,0,0,
8372.224,20930.560,dma,511,511,0,0,0,
8388.608,20971.520,dma,512,512,0,0,0,
8404.992,21012.480,dma,513,513,0,0,0,
8421.376,21053.440,dma,514,514,0,0,0,
8437.760,21094.400,dma,515,515,0,0,0,
8454.144,21135.360,dma,516,516,0,0,0,
8470.528,21176.320,dma,517,517,0,0,0,
8486.912,21217.280,dma,518,518,0,0,0,
8503.296,21258.240,dma,519,519,0,0,0,
8519.680,21299.200,dma,520,520,0,0,0,
8536.064,21340.160,dma,521,521,0,0,0,
8552.448,21381.120,dma,522,522,0,0,0,
8568.832,21422.080,dma,523,523,0,0,0,
8585.216,21463.040,dma,524,524,0,0,0,
8601.600,21504.000,dma,525,525,0,0,0,
8617.984,21544.960,dma,526,526,0,0,0,
8634.368,21585.920,dma,527,527,0,0,0,
8650.752,21626.880,dma,528,528,0,0,0,
8667.136,21667.840,dma,529,529,0,0,0,
8683.520,21708.800,dma,530,530,0,0,0,
8699.904,21749.760,dma,531,531,0,0,0,
8716.288,21790.720,dma,532,532,0,0,0,
8732.672,21831.680,dma,533,533,0,0,0,
8749.056,21872.640,dma,534,534,0,0,0,
8765.440,21913.600,dma,535,535,0,0,0,
8781.824,21954.560,dma,536,536,0,0,0,
8798.208,21995.520,dma,537,537,0,0,0,
8814.592,22036.480,dma,538,538,0,0,0,
8830.976,22077.440,dma,539,539,0,0,0,
8847.360,22118.400,dma,540,540,0,0,0,
8863.744,22159.360,dma,541,541,0,0,0,
8880.128,22200.320,dma,542,542,0,0,0,
8896.512,22241.280,dma,543,543,0,0,0,
8912.896,22282.240,dma,544,544,0,0,0,
8929.280,22323.200,dma,545,545,0,0,0,
8945.664,22364.160,dma,546,546,0,0,0,
8962.048,22405.120,dma,547,547,0,0,0,
8978.432,22446.080,dma,548,548,0,0,0,
8994.816,22487.040,dma,549,549,0,0,0,
9011.200,22528.000,dma,550,550,0,0,0,
9027.584,22568.960,dma,551,551,0,0,0,
9043.968,22609.920,dma,552,552,0,0,0,
9060.352,22650.880,dma,553,553,0,0,0,
9076.736,22691.840,dma,554,554,0,0,0,
9093.120,22732.800,dma,555,555,0,0,0,
9109.504,22773.760,dma,556,556,0,0,0,
9125.888,22814.720,dma,557,557,0,0,0,
9142.272,22855.680,dma,558,558,0,0,0,
9158.656,22896.640,dma,559,559,0,0,0,
9175.040,22937.600,dma,560,560,0,0,0,
9191.424,22978.560,dma,561,561,0,0,0,
9207.808,23019.520,dma,562,562,0,0,0,
9224.192,23060.480,dma,563,563,0,0,0,
9240.576,23101.440,dma,564,564,0,0,0,
9256.960,23142.400,dma,565,565,0,0,0,
9273.344,23183.360,dma,566,566,0,0,0,
9289.728,23224.320,dma,567,567,0,0,0,
9306.112,23265.280,dma,568,568,0,0,0,
9322.496,23306.240,dma,569,569,0,0,0,
9338.880,23347.200,dma,570,570,0,0,0,
9355.264,23388.160,dma,571,571,0,0,0,
9371.648,23429.120,dma,572,572,0,0,0,
9388.032,23470.080,dma,573,573,0,0,0,
9404.416,23511.040,dma,574,574,0,0,0,
9420.800,23552.000,dma,575,575,0,0,0,
9437.184,23592.960,dma,576,576,0,0,0,
9453.568,23633.920,dma,577,577,0,0,0,
9469.952,23674.880,dma,578,578,0,0,0,
9486.336,23715.840,dma,579,579,0,0,0,
9502.720,23756.800,dma,580,580,0,0,0,
9519.104,23797.760,dma,581,581,0,0,0,
9535.488,23838.720,dma,582,582,0,0,0,
